"","var","code","label","whereClause"
"112","lc1_spec","'B19B'","'Buckwheat (Fagopyrum esculentum Mill.)'",NA
"113","lc1_spec","'B19C'","'Common, golden or proso millet (Panicum miliaceum L.)'",NA
"114","lc1_spec","'B19D'","'Canary grass (Phalaris canariensis L.)'",NA
"115","lc1_spec","'B19E'","'Corn-cob-mix (Zea mays L. harvested as humid grain)'",NA
"116","lc1_spec","'B19F'","'Quinoa (Chenopodium quinoa)'",NA
"117","lc1_spec","'B19G'","'Fonio (Digitaria spp.)'",NA
"118","lc1_spec","'B19H'","'Other cereals not specified elsewhere'",NA
"119","lc1_spec","'B23A'","'Fodder beet (roots of Beta vulgaris)'",NA
"120","lc1_spec","'B23B'","'Fodder kale (Brassica oleracea L.)'",NA
"121","lc1_spec","'B23C'","'Swedes (Brassica napus L. var. napobrassica (L.) Robb.)'",NA
"122","lc1_spec","'B23D'","'Carrots (roots of Daucus carota L.)'",NA
"123","lc1_spec","'B23E'","'Turnips (roots of Brassica rapa L.)'",NA
"124","lc1_spec","'B23F'","'Jerusalem artichoke (Helianthus tuberosus L.)'",NA
"125","lc1_spec","'B23G'","'Sweet potatoes (Ipomoea batatas (L.) Lam.)'",NA
"126","lc1_spec","'B23H'","'Fodder parsnips (Pastinaca sativa L.)'",NA
"127","lc1_spec","'B23I'","'Yam (Discorea sp.)'",NA
"128","lc1_spec","'B23J'","'Manioc, Cassava (Manihot esculenta Crantz, syn. M. utilissima)'",NA
"129","lc1_spec","'B23K'","'Horseradish (Cochlearia armoracia)'",NA
"130","lc1_spec","'B23L'","'Tuberous chervil (Chaerophyllum bulbosum)'",NA
"131","lc1_spec","'B23M'","'Other tropical tubers'",NA
"132","lc1_spec","'B23N'","'Other root or tuber crops not specified elsewhere'",NA
"133","lc1_spec","'B35A'","'Flax (Linum usitatissimum straw)'",NA
"134","lc1_spec","'B35B'","'Hemp (Cannabis sativa straw)'",NA
"135","lc1_spec","'B35C'","'Poppy seeds (Papaver somniferum L.)'",NA
"136","lc1_spec","'B35D'","'Mustard seeds (Sinapis alba L., Sinapis nigra)'",NA
"137","lc1_spec","'B35E'","'Safflower (Carthamus tinctorius L.)'",NA
"138","lc1_spec","'B35F'","'Earth almond (Cyperus esculentus L.)'",NA
"139","lc1_spec","'B35G'","'Sesame (Sesamum indicum)'",NA
"140","lc1_spec","'B35H'","'Jute (Corchorus spp.)'",NA
"141","lc1_spec","'B35I'","'Ramie (Boehmeria nivea)'",NA
"142","lc1_spec","'B35J'","'Sisal (Agave sisalana)'",NA
"143","lc1_spec","'B35K'","'Kenaf (Hibiscus cannabinus)'",NA
"144","lc1_spec","'B35L'","'Bird rape (Brassica rapa var. silvestris)'",NA
"145","lc1_spec","'B35M'","'Castor beans (Ricinus communis)'",NA
"146","lc1_spec","'B35N'","'Other fibre and oleaginous crops not elsewhere specified'",NA
"147","lc1_spec","'B37A'","'Chicory roots (Cichorium intybus var. sativum)'",NA
"148","lc1_spec","'B37B'","'Hops (Humulus lupulus)'",NA
"149","lc1_spec","'B37C'","'Medicinal plants (see C3)'",NA
"150","lc1_spec","'B37D'","'Spices and aromatic plants (see C3)'",NA
"151","lc1_spec","'B37E'","'Sugar cane (Saccharum officinarum)'",NA
"152","lc1_spec","'B37F'","'Other non permanent industrial crops not specified elsewhere'",NA
"153","lc1_spec","'B43A'","'Brassicas'",NA
"154","lc1_spec","'B43B'","'Leaf and stalked vegetables other than brassicas (see C3)'",NA
"155","lc1_spec","'B43C'","'Leguminous vegetables, incl. production for tins'",NA
"156","lc1_spec","'B43D'","'roots-bulbs-tubers'",NA
"157","lc1_spec","'B43E'","'Vegetables cultivated for fruit other than tomatoes'",NA
"158","lc1_spec","'B43F'","'Cultivated mushrooms'",NA
"159","lc1_spec","'B43G'","'Wild products (e.g.truffle, water chesnut)'",NA
"160","lc1_spec","'B43H'","'Other fresh vegetables not specified elsewhere'",NA
"161","lc1_spec","'B53A'","'Sainfoin (Onobrychis viciifolia Scop.)'",NA
"162","lc1_spec","'B53B'","'Sweet clover or Trefoil (Lotus corniculatus L.)'",NA
"163","lc1_spec","'B53C'","'Chickling vetch (Lathyrus sativus)'",NA
"164","lc1_spec","'B53D'","'Black medick (Medicago lupulina L.)'",NA
"165","lc1_spec","'B53E'","'Melilot (Melilotus alba Lam.)'",NA
"166","lc1_spec","'B53F'","'Serradella (Ornithopus sativus)'",NA
"167","lc1_spec","'B53G'","'Fenugreek (Trigonella foenum-graecum)'",NA
"168","lc1_spec","'B53H'","'Sulla (Hedysarium coronarium)'",NA
"169","lc1_spec","'B53I'","'Sweet lupins (Lupinus albus, Lupinus angustifolius, Lupinus luteus)'",NA
"170","lc1_spec","'B53J'","'California bluebell (Phacelia tanacetifolia)'",NA
"171","lc1_spec","'B53K'","'Other leguminous and mixtures for foddernot specified elsewhere'",NA
"172","lc1_spec","'B75A'","'Apricot (Prunus armeniaca)'",NA
"173","lc1_spec","'B75B'","'Cornel (Cornus mas)'",NA
"174","lc1_spec","'B75C'","'Figs (Ficus carica)'",NA
"175","lc1_spec","'B75D'","'Juneberry (Amelanchier vulgaris)'",NA
"176","lc1_spec","'B75E'","'Kiwi (Actinidia chinensis)'",NA
"177","lc1_spec","'B75F'","'Loquat (Eriobotrya japonica)'",NA
"178","lc1_spec","'B75G'","'Medlar (Mespilus germanica)'",NA
"179","lc1_spec","'B75H'","'Mirabellas (Prunus insititia var. syriaca)'",NA
"180","lc1_spec","'B75I'","'Peach, nectarine and platerine (Prunus persica; Amygdalus persica;Persica laevis)'",NA
"181","lc1_spec","'B75J'","'Persimons (Diospyros kaki)'",NA
"182","lc1_spec","'B75K'","'Plums (Prunus domestica)'",NA
"183","lc1_spec","'B75L'","'Pomegranates (Punica granatum)'",NA
"184","lc1_spec","'B75M'","'Oleaster (Eleagnus sp.)'",NA
"185","lc1_spec","'B75N'","'Quinces (Cydonia oblonga)'",NA
"186","lc1_spec","'B75O'","'Sloes (Prunus spinosa)'",NA
"187","lc1_spec","'B75P'","'Small fruits and berries (see C3)'",NA
"188","lc1_spec","'B75Q'","'Tropical fruits (see C3)'",NA
"189","lc1_spec","'B75R'","'Other fruit trees and berries not specified elsewhere'",NA
"190","lc1_spec","'B77A'","'Bergamot (Citrus bergamia)'",NA
"191","lc1_spec","'B77B'","'Citron (Citrus. medica var. cedrata)'",NA
"192","lc1_spec","'B77C'","'Grapefruit and pomelo (Citrus maxima, C. grandis, C. paradisea)'",NA
"193","lc1_spec","'B77D'","'Lemons (Citrus limon)'",NA
"194","lc1_spec","'B77E'","'Limes (Citrus aurantifolia, Citrus limetta)'",NA
"195","lc1_spec","'B77F'","'Satsumas (Citrus unshiu)'",NA
"196","lc1_spec","'B77G'","'Mandarines (Citrus deliciosa, C. nobilis)'",NA
"197","lc1_spec","'B77H'","'Clementines (C. clementina)'",NA
"198","lc1_spec","'B77I'","'Kumquats (Fortunella spp.)'",NA
"199","lc1_spec","'B77J'","'Citrus orchards'",NA
"200","lc1_spec","'B77K'","'Other citrus fruit not specified elsewhere'",NA
"201","lc1_spec","'B83A'","'Horticultural nurseries'",NA
"202","lc1_spec","'B83B'","'Vine and root-stock nurseries'",NA
"203","lc1_spec","'B83C'","'Fruit trees nurseries'",NA
"204","lc1_spec","'B83D'","'Ornamental plants nurseries'",NA
"205","lc1_spec","'B83E'","'Trees and bushes nurseries'",NA
"206","lc1_spec","'B83F'","'Forest tree nurseries'",NA
"207","lc1_spec","'B83G'","'Other, non-specialized nurseries'",NA
"208","lc1_spec","'B84A'","'Reeds (when cultivated and not natural)'",NA
"209","lc1_spec","'B84B'","'Other plants for plaiting (osier, rushes, rattans)'",NA
"210","lc1_spec","'B84C'","'Coffee'",NA
"211","lc1_spec","'B84D'","'Tea'",NA
"212","lc1_spec","'B84E'","'Other industrial plants for beverages (cocoa, mate)'",NA
"213","lc1_spec","'B84F'","'Industrial plants for oil (coconut, palm)'",NA
"214","lc1_spec","'B84G'","'Permanent aromatic plants (see doc. C3)'",NA
"215","lc1_spec","'B84H'","'Permanent textile plants (abaca, agave, kapok, etc.)'",NA
"216","lc1_spec","'B84I'","'Plants for rubber and tanin (see doc. C3)'",NA
"217","lc1_spec","'B84J'","'Rose trees cultivated for rose-oil production (not as ornamental plants)'",NA
"218","lc1_spec","'B84K'","'Other permanent industrial crops (see doc. C3)'",NA
"219","lc1_spec","'B84L'","'Miscanthus'",NA
"220","lc1_spec","'B84M'","'Willow'",NA
"221","lc1_spec","'C101'","'Broadleaved woodland - Boreal forest'",NA
"222","lc1_spec","'C102'","'Broadleaved woodland - Hemiboreal forest and nemoral coniferous forest and mixed broadleaved-coniferous forest'",NA
"223","lc1_spec","'C103'","'Broadleaved woodland - Alpine coniferous forest'",NA
"224","lc1_spec","'C104'","'Broadleaved woodland - Acidophilous oak and oak-birch forest'",NA
"225","lc1_spec","'C105'","'Broadleaved woodland - Mesophytic deciduous forest'",NA
"226","lc1_spec","'C106'","'Broadleaved woodland - Beech forest'",NA
"227","lc1_spec","'C107'","'Broadleaved woodland - Mountainous beech forest'",NA
"228","lc1_spec","'C108'","'Broadleaved woodland - Thermophilous deciduous forest'",NA
"229","lc1_spec","'C109'","'Broadleaved woodland - Broadleaved evergreen forest'",NA
"230","lc1_spec","'C10A'","'Broadleaved woodland - Coniferous forest of the Mediterranean region'",NA
"231","lc1_spec","'C10B'","'Broadleaved woodland - Mire and swamp forests'",NA
"232","lc1_spec","'C10C'","'Broadleaved woodland - Floodplain forest'",NA
"233","lc1_spec","'C10D'","'Broadleaved woodland - Non-riverine alder, birch or aspen forest'",NA
"234","lc1_spec","'C10E'","'Broadleaved woodland - Exotic forest'",NA
"235","lc1_spec","'C10Z'","'Broadleaved woodland - Unknown'",NA
"236","lc1_spec","'C11'","'Broadleaved and evergreen woodland - Boreal forest'",NA
"237","lc1_spec","'C12'","'Broadleaved and evergreen woodland - Hemiboreal forest and nemoral coniferous forest and mixed broadleaved-coniferous forest'",NA
"238","lc1_spec","'C13'","'Broadleaved and evergreen woodland - Alpine coniferous forest'",NA
"239","lc1_spec","'C14'","'Broadleaved and evergreen woodland - Acidophilous oak and oak-birch forest'",NA
"240","lc1_spec","'C15'","'Broadleaved and evergreen woodland - Mesophytic deciduous forest'",NA
"241","lc1_spec","'C16'","'Broadleaved and evergreen woodland - Beech forest'",NA
"242","lc1_spec","'C17'","'Broadleaved and evergreen woodland - Mountainous beech forest'",NA
"243","lc1_spec","'C18'","'Broadleaved and evergreen woodland - Thermophilous deciduous forest'",NA
"244","lc1_spec","'C19'","'Broadleaved and evergreen woodland - Broadleaved evergreen forest'",NA
"245","lc1_spec","'C1A'","'Broadleaved and evergreen woodland - Coniferous forest of the Mediterranean region'",NA
"246","lc1_spec","'C1B'","'Broadleaved and evergreen woodland - Mire and swamp forests'",NA
"247","lc1_spec","'C1C'","'Broadleaved and evergreen woodland - Floodplain forest'",NA
"248","lc1_spec","'C1D'","'Broadleaved and evergreen woodland - Non-riverine alder, birch or aspen forest'",NA
"249","lc1_spec","'C1E'","'Broadleaved and evergreen woodland - Plantations and self-sown exotic forest'",NA
"250","lc1_spec","'C21'","'Coniferous woodland - Boreal forest'",NA
"251","lc1_spec","'C211'","'Spruce dominated coniferous woodland - Boreal forest'",NA
"252","lc1_spec","'C212'","'Spruce dominated coniferous woodland - Hemiboreal forest and nemoral coniferous forest and mixed broadleaved-coniferous forest'",NA
"253","lc1_spec","'C213'","'Spruce dominated coniferous woodland - Alpine coniferous forest'",NA
"254","lc1_spec","'C214'","'Spruce dominated coniferous woodland - Acidophilous oak and oak-birch forest'",NA
"255","lc1_spec","'C215'","'Spruce dominated coniferous woodland - Mesophytic deciduous forest'",NA
"256","lc1_spec","'C216'","'Spruce dominated coniferous woodland - Beech forest'",NA
"257","lc1_spec","'C217'","'Spruce dominated coniferous woodland - Mountainous beech forest'",NA
"258","lc1_spec","'C218'","'Spruce dominated coniferous woodland - Thermophilous deciduous forest'",NA
"259","lc1_spec","'C219'","'Spruce dominated coniferous woodland - Broadleaved evergreen forest'",NA
"260","lc1_spec","'C21A'","'Spruce dominated coniferous woodland - Coniferous forest of the Mediterranean region'",NA
"261","lc1_spec","'C21B'","'Spruce dominated coniferous woodland - Mire and swamp forests'",NA
"262","lc1_spec","'C21C'","'Spruce dominated coniferous woodland - Floodplain forest'",NA
"263","lc1_spec","'C21D'","'Spruce dominated coniferous woodland - Non-riverine alder, birch or aspen forest'",NA
"264","lc1_spec","'C21E'","'Spruce dominated coniferous woodland - Exotic forest'",NA
"265","lc1_spec","'C21Z'","'Spruce dominated coniferous woodland - Unknown'",NA
"266","lc1_spec","'C22'","'Coniferous woodland - Hemiboreal forest and nemoral coniferous forest and mixed broadleaved-coniferous forest'",NA
"267","lc1_spec","'C221'","'Pine dominated coniferous woodland - Boreal forest'",NA
"268","lc1_spec","'C222'","'Pine dominated coniferous woodland - Hemiboreal forest and nemoral coniferous forest and mixed broadleaved-coniferous forest'",NA
"269","lc1_spec","'C223'","'Pine dominated coniferous woodland - Alpine coniferous forest'",NA
"270","lc1_spec","'C224'","'Pine dominated coniferous woodland - Acidophilous oak and oak-birch forest'",NA
"271","lc1_spec","'C225'","'Pine dominated coniferous woodland - Mesophytic deciduous forest'",NA
"272","lc1_spec","'C226'","'Pine dominated coniferous woodland - Beech forest'",NA
"273","lc1_spec","'C227'","'Pine dominated coniferous woodland - Mountainous beech forest'",NA
"274","lc1_spec","'C228'","'Pine dominated coniferous woodland - Thermophilous deciduous forest'",NA
"275","lc1_spec","'C229'","'Pine dominated coniferous woodland - Broadleaved evergreen forest'",NA
"276","lc1_spec","'C22A'","'Pine dominated coniferous woodland - Coniferous forest of the Mediterranean region'",NA
"277","lc1_spec","'C22B'","'Pine dominated coniferous woodland - Mire and swamp forests'",NA
"278","lc1_spec","'C22C'","'Pine dominated coniferous woodland - Floodplain forest'",NA
"279","lc1_spec","'C22D'","'Pine dominated coniferous woodland - Non-riverine alder, birch or aspen forest'",NA
"280","lc1_spec","'C22E'","'Pine dominated coniferous woodland - Exotic forest'",NA
"281","lc1_spec","'C22Z'","'Pine dominated coniferous woodland - Unknown'",NA
"282","lc1_spec","'C23'","'Coniferous woodland - Alpine coniferous forest'",NA
"283","lc1_spec","'C231'","'Other coniferous woodland - Boreal forest'",NA
"284","lc1_spec","'C232'","'Other coniferous woodland - Hemiboreal forest and nemoral coniferous forest and mixed broadleaved-coniferous forest'",NA
"285","lc1_spec","'C233'","'Other coniferous woodland - Alpine coniferous forest'",NA
"286","lc1_spec","'C234'","'Other coniferous woodland - Acidophilous oak and oak-birch forest'",NA
"287","lc1_spec","'C235'","'Other coniferous woodland - Mesophytic deciduous forest'",NA
"288","lc1_spec","'C236'","'Other coniferous woodland - Beech forest'",NA
"289","lc1_spec","'C237'","'Other coniferous woodland - Mountainous beech forest'",NA
"290","lc1_spec","'C238'","'Other coniferous woodland - Thermophilous deciduous forest'",NA
"291","lc1_spec","'C239'","'Other coniferous woodland - Broadleaved evergreen forest'",NA
"292","lc1_spec","'C23A'","'Other coniferous woodland - Coniferous forest of the Mediterranean region'",NA
"293","lc1_spec","'C23B'","'Other coniferous woodland - Mire and swamp forests'",NA
"294","lc1_spec","'C23C'","'Other coniferous woodland - Floodplain forest'",NA
"295","lc1_spec","'C23E'","'Other coniferous woodland - Exotic forest'",NA
"296","lc1_spec","'C23Z'","'Other coniferous woodland - Unknown'",NA
"297","lc1_spec","'C24'","'Coniferous woodland - Acidophilous oak and oak-birch forest'",NA
"298","lc1_spec","'C25'","'Coniferous woodland - Mesophytic deciduous forest'",NA
"299","lc1_spec","'C26'","'Coniferous woodland - Beech forest'",NA
"300","lc1_spec","'C27'","'Coniferous woodland - Mountainous beech forest'",NA
"301","lc1_spec","'C28'","'Coniferous woodland - Thermophilous deciduous forest'",NA
"302","lc1_spec","'C29'","'Coniferous woodland - Broadleaved evergreen forest'",NA
"303","lc1_spec","'C2A'","'Coniferous woodland - Coniferous forest of the Mediterranean region'",NA
"304","lc1_spec","'C2B'","'Coniferous woodland - Mire and swamp forests'",NA
"305","lc1_spec","'C2C'","'Coniferous woodland - Floodplain forest'",NA
"306","lc1_spec","'C2D'","'Coniferous woodland - Non-riverine alder, birch or aspen forest'",NA
"307","lc1_spec","'C2E'","'Coniferous woodland - Plantations and self-sown exotic forest'",NA
"308","lc1_spec","'C31'","'Mixed woodland - Boreal forest'",NA
"309","lc1_spec","'C311'","'Spruce dominated mixed woodland - Boreal forest'",NA
"310","lc1_spec","'C312'","'Spruce dominated mixed woodland - Hemiboreal forest and nemoral coniferous forest and mixed broadleaved-coniferous forest'",NA
"311","lc1_spec","'C313'","'Spruce dominated mixed woodland - Alpine coniferous forest'",NA
"312","lc1_spec","'C314'","'Spruce dominated mixed woodland - Acidophilous oak and oak-birch forest'",NA
"313","lc1_spec","'C315'","'Spruce dominated mixed woodland - Mesophytic deciduous forest'",NA
"314","lc1_spec","'C316'","'Spruce dominated mixed woodland - Beech forest'",NA
"315","lc1_spec","'C317'","'Spruce dominated mixed woodland - Mountainous beech forest'",NA
"316","lc1_spec","'C318'","'Spruce dominated mixed woodland - Thermophilous deciduous forest'",NA
"317","lc1_spec","'C319'","'Spruce dominated mixed woodland - Broadleaved evergreen forest'",NA
"318","lc1_spec","'C31A'","'Spruce dominated mixed woodland - Coniferous forest of the Mediterranean region'",NA
"319","lc1_spec","'C31B'","'Spruce dominated mixed woodland - Mire and swamp forests'",NA
"320","lc1_spec","'C31C'","'Spruce dominated mixed woodland - Floodplain forest'",NA
"321","lc1_spec","'C31D'","'Spruce dominated mixed woodland - Non-riverine alder, birch or aspen forest'",NA
"322","lc1_spec","'C31E'","'Spruce dominated mixed woodland - Exotic forest'",NA
"323","lc1_spec","'C31Z'","'Spruce dominated mixed woodland - Unknown'",NA
"324","lc1_spec","'C32'","'Mixed woodland - Hemiboreal forest and nemoral coniferous forest and mixed broadleaved-coniferous forest'",NA
"325","lc1_spec","'C321'","'Pine dominated mixed woodland - Boreal forest'",NA
"326","lc1_spec","'C322'","'Pine dominated mixed woodland - Hemiboreal forest and nemoral coniferous forest and mixed broadleaved-coniferous forest'",NA
"327","lc1_spec","'C323'","'Pine dominated mixed woodland - Alpine coniferous forest'",NA
"328","lc1_spec","'C324'","'Pine dominated mixed woodland - Acidophilous oak and oak-birch forest'",NA
"329","lc1_spec","'C325'","'Pine dominated mixed woodland - Mesophytic deciduous forest'",NA
"330","lc1_spec","'C326'","'Pine dominated mixed woodland - Beech forest'",NA
"331","lc1_spec","'C327'","'Pine dominated mixed woodland - Mountainous beech forest'",NA
"332","lc1_spec","'C328'","'Pine dominated mixed woodland - Thermophilous deciduous forest'",NA
"333","lc1_spec","'C329'","'Pine dominated mixed woodland - Broadleaved evergreen forest'",NA
"334","lc1_spec","'C32A'","'Pine dominated mixed woodland - Coniferous forest of the Mediterranean region'",NA
"335","lc1_spec","'C32B'","'Pine dominated mixed woodland - Mire and swamp forests'",NA
"336","lc1_spec","'C32C'","'Pine dominated mixed woodland - Floodplain forest'",NA
"337","lc1_spec","'C32D'","'Pine dominated mixed woodland - Non-riverine alder, birch or aspen forest'",NA
"338","lc1_spec","'C32E'","'Pine dominated mixed woodland - Exotic forest'",NA
"339","lc1_spec","'C32Z'","'Pine dominated mixed woodland - Unknown'",NA
"340","lc1_spec","'C33'","'Mixed woodland - Alpine coniferous forest'",NA
"341","lc1_spec","'C331'","'Other mixed woodland - Boreal forest'",NA
"342","lc1_spec","'C332'","'Other mixed woodland - Hemiboreal forest and nemoral coniferous forest and mixed broadleaved-coniferous forest'",NA
"343","lc1_spec","'C333'","'Other mixed woodland - Alpine coniferous forest'",NA
"344","lc1_spec","'C334'","'Other mixed woodland - Acidophilous oak and oak-birch forest'",NA
"345","lc1_spec","'C335'","'Other mixed woodland - Mesophytic deciduous forest'",NA
"346","lc1_spec","'C336'","'Other mixed woodland - Beech forest'",NA
"347","lc1_spec","'C337'","'Other mixed woodland - Mountainous beech forest'",NA
"348","lc1_spec","'C338'","'Other mixed woodland - Thermophilous deciduous forest'",NA
"349","lc1_spec","'C339'","'Other mixed woodland - Broadleaved evergreen forest'",NA
"350","lc1_spec","'C33A'","'Other mixed woodland - Coniferous forest of the Mediterranean region'",NA
"351","lc1_spec","'C33B'","'Other mixed woodland - Mire and swamp forests'",NA
"352","lc1_spec","'C33C'","'Other mixed woodland - Floodplain forest'",NA
"353","lc1_spec","'C33D'","'Other mixed woodland - Non-riverine alder, birch or aspen forest'",NA
"354","lc1_spec","'C33E'","'Other mixed woodland - Exotic forest'",NA
"355","lc1_spec","'C33Z'","'Other mixed woodland - Unknown'",NA
"356","lc1_spec","'C34'","'Mixed woodland - Acidophilous oak and oak-birch forest'",NA
"357","lc1_spec","'C35'","'Mixed woodland - Mesophytic deciduous forest'",NA
"358","lc1_spec","'C36'","'Mixed woodland - Beech forest'",NA
"359","lc1_spec","'C37'","'Mixed woodland - Mountainous beech forest'",NA
"360","lc1_spec","'C38'","'Mixed woodland - Thermophilous deciduous forest'",NA
"361","lc1_spec","'C39'","'Mixed woodland - Broadleaved evergreen forest'",NA
"362","lc1_spec","'C3A'","'Mixed woodland - Coniferous forest of the Mediterranean region'",NA
"363","lc1_spec","'C3B'","'Mixed woodland - Mire and swamp forests'",NA
"364","lc1_spec","'C3C'","'Mixed woodland - Floodplain forest'",NA
"365","lc1_spec","'C3D'","'Mixed woodland - Non-riverine alder, birch or aspen forest'",NA
"366","lc1_spec","'C3E'","'Mixed woodland - Plantations and self-sown exotic forest'",NA
"367","lc1_spec","'X'","'Photo-Interpreted'",NA
"368","lc2","'8'","'Not relevant'",NA
"369","lc2","'A11'","'Buildings with 1 to 3 floors'",NA
"370","lc2","'A12'","'Buildings with more than 3 floors'",NA
"371","lc2","'A13'","'Greenhouses'",NA
